	H1.1	H10.1	H11.1	H12.1	H15.1	H16.1	H17.1	H19.1	H20.1	H21.1	H23.1	H25.1	H26.1	H30.1	H31.1	H32.1	H33.1	H34.1	H36.1	H38.1	H39.1	H4.1	H40.1	H41.1	H42.1	H47.1	H5.1	H7.1	H8.1	H9.1	H1.2	H10.2	H11.2	H12.2	H15.2	H16.2	H17.2	H19.2	H20.2	H21.2	H23.2	H25.2	H26.2	H30.2	H31.2	H32.2	H33.2	H34.2	H36.2	H38.2	H39.2	H4.2	H40.2	H41.2	H42.2	H47.2	H5.2	H7.2	H8.2	H9.2	G1.1	G10.1	G11.1	G12.1	G13.1	G14.1	G15.1	G16.1	G17.1	G19.1	G2.1	G20.1	G21.1	G22.1	G23.1	G25.1	G26.1	G27.1	G3.1	G32.1	G33.1	G4.1	G5.1	G6.1	G7.1	G8.1	G9.1	G1.2	G10.2	G11.2	G12.2	G13.2	G14.2	G15.2	G16.2	G17.2	G19.2	G2.2	G20.2	G21.2	G22.2	G23.2	G25.2	G26.2	G27.2	G3.2	G32.2	G33.2	G4.2	G5.2	G6.2	G7.2	G8.2	G9.2
H11.2	0.1222705233815529	0.18455885875506792	0.11081680025118484	0.1347708220629484	0.16497593037705266	0.1658248185328867	0.2606802506188114	0.17150944653797573	0.2015176266388674	0.22777200118484597	0.217180390822092	0.3760999700795461	0.2390650596331187	0.20821932396732037	0.4334829514061348	0.2500019477892802	0.1973568411983059	0.28048700989508224	0.3931663247070498	0.24428066033074408	0.18881928109122612	0.33252126950693395	0.16252802891903212	0.16980488196813648	0.20866534472012316	0.17806764052939375	0.37634191863914684	0.3928029607647562	0.19840422235882832	0.3373195186888401	0.21254357569257945	0.14834970835594394	0.0	0.20220637301841426	0.15838551679193036	0.202977483118346	0.22054317378382324	0.14226089165537936	0.2721984742344555	0.20719694222902313	0.6027338202800749	0.18086660285179476	0.2883201159932036	0.22669739978144926	0.3764750246153869	0.17547450960564184	0.1412366511146831	0.23436065342762932	0.2651846142721044	0.2128855509021688	0.16489493401325342	0.39211194008885175	0.2285248274241304	0.16300107418037152	0.16426715475723155	0.14476155665052964	0.384083233769266	0.2111130197358603	0.19301450868196518	0.17565844003639816	0.1538572357209934	0.2116013479584547	0.2951805200359512	0.15606747382409797	0.16053978069254954	0.3343406358183793	0.16049062763070993	0.19494492718855305	0.2233413061252808	0.28721680806445515	0.23426517039763892	0.13395484176483535	0.17227839454494448	0.20359465923422274	0.3598091326862775	0.4385600546689922	0.21290716536441964	0.5142112179757721	0.1905888502108221	0.15684709438177755	0.23790718972456576	0.16692777743560042	0.13922248875186205	0.13035979002148773	0.19441484197042883	0.16162567471276004	0.16918631101601173	0.16910991092600136	0.17573633515679218	0.3211894899606988	0.13567117864553538	0.1211847651601284	0.5068690382405296	0.18136807570893854	0.15572275993515694	0.20209931298577602	0.5192981043188157	0.2623802585272612	0.1166879938742463	0.20833345352150717	0.2682662438520561	0.3870458734547568	0.4680096419950236	0.2775109692282903	0.42756836910009294	0.20032532799756406	0.1571012389719666	0.18640744091191655	0.14286162819289255	0.15551437101446178	0.23381577406384746	0.1546969693778591	0.16227369403629335	0.22655734327374505
H12.2	0.19467221293620304	0.21945140671230598	0.18688285174239808	0.16228116554763775	0.1891366439376469	0.23793117321630927	0.2374840041800123	0.2202432230904274	0.23903260002696247	0.2366390373206236	0.1998931779446452	0.32278945010906024	0.24146243271034515	0.3047841340072691	0.3763804100149187	0.2742401162484187	0.2309130965887076	0.27848869060727727	0.3183557810456207	0.29272086806301334	0.19947648135626775	0.27640959312520286	0.2181189121716703	0.23333292307304854	0.2021274084569589	0.25730696147078697	0.3156806644393766	0.3420272839254935	0.18715506684182578	0.27671940795836536	0.2623858300439237	0.2266073810257155	0.20220637301841426	0.0	0.21692314838384727	0.20620294851828974	0.21198076676931607	0.20788527984552724	0.2607271510055279	0.2010452787690812	0.6036447938534752	0.18262226701850184	0.29820973031936354	0.27197300795272294	0.3277952652979095	0.233538979598476	0.221358062077685	0.2561855431367309	0.2150579472609313	0.28112136901556783	0.2134153885193214	0.3198383443796401	0.22028015614007013	0.23157812604510197	0.19952310229460613	0.23630228082201152	0.3234111686405202	0.23510240264546198	0.2340960783084019	0.20423727621305077	0.23864537174373493	0.21901754103483234	0.3004871991487319	0.23133505702870336	0.2647198122877914	0.280062636008789	0.21863385490812218	0.23459282511177854	0.14904818459421376	0.23906343606013025	0.27304894112811195	0.21451452656946982	0.2698813126151059	0.2136274594196776	0.3469304387222755	0.35899422478272996	0.19120881401637566	0.4612504829372215	0.278859638550217	0.23628848426507254	0.2790112159611507	0.25959783808228865	0.20496857111885702	0.23345979251351437	0.1672246062781443	0.17798724043127498	0.25588648532028846	0.1944299997988657	0.2742794042983797	0.35925798418736654	0.22165268820076536	0.2181682008490664	0.431705559940645	0.207641181569634	0.24927850165910662	0.3038386076666616	0.4723298365760618	0.27060553421788175	0.21442200445185652	0.2959007834812033	0.2644501726816338	0.38452315828682854	0.4062466594225924	0.2519748082744079	0.37892017523393645	0.21527391375725	0.21599499323719767	0.2324072392763174	0.19876858971024422	0.18533729430469653	0.2579968474615267	0.19762635915350626	0.1977134422612425	0.25955473669621415
H15.2	0.1670230763034375	0.2020023980375595	0.14941255964964936	0.1731839634043856	0.14186726166382105	0.1827964123408819	0.2840844004446043	0.19316352424192068	0.17979565311217405	0.22262107281227328	0.2339808771201498	0.38798482903271914	0.2610438102773581	0.20949326691173747	0.433518541233773	0.26421158679230894	0.2081963575043937	0.20238964489810307	0.3962532223399002	0.1622749222693889	0.21636619054084794	0.3166854079255793	0.20547890591033946	0.1767430725182208	0.22680716915353882	0.1739270716245909	0.39286376357340047	0.3914591286947103	0.22818362214038496	0.36285057661019987	0.23085791881978945	0.1925252181643989	0.15838551679193036	0.21692314838384727	0.0	0.22346164487642486	0.2561284736500697	0.17888475815217983	0.24771768283611578	0.2108286706244302	0.6057042624253884	0.21085050406742514	0.28616137447077655	0.23289704720253765	0.38424904602158316	0.21127181835511916	0.1970909721193458	0.19372765100536227	0.2780952325424975	0.16415253057800833	0.19938765816748533	0.3973175086941448	0.24870757043396644	0.2010111717265067	0.1845640810014666	0.1769621718209713	0.389033580204969	0.21859328296240926	0.2167316653757224	0.22968812770736902	0.2078677547542907	0.22095772722727247	0.29991533068526943	0.20890124027487944	0.18607022521455552	0.34375853935328865	0.2132576841408486	0.18580453331593508	0.2442398580138727	0.30659414649369926	0.2243907499221742	0.18257957338188283	0.17688516005395025	0.2321000325884537	0.3348468552674117	0.46154420688677994	0.2186659993698829	0.5185797204735251	0.18961309687543107	0.19075551198979301	0.22831927762887416	0.1764370963006502	0.19488040711204224	0.171421565306556	0.20671847902678145	0.19276338038113366	0.11330397348276812	0.20494447573809857	0.20318922524567617	0.32860779039260807	0.19683623125672556	0.1708703316778542	0.512655226168845	0.21446758160623192	0.1324911569052898	0.22724716206938497	0.5337486746011744	0.23963042287952155	0.16189154211543041	0.21455694211069104	0.27507301262787104	0.34998170076490465	0.4862466952268867	0.28597282744632907	0.4398094729584229	0.2109087005141791	0.17343311464616415	0.19809533021932807	0.17104484747935897	0.1943496759026757	0.21813581097792398	0.18149025752768283	0.20174376899003654	0.22611451264133353
H16.2	0.18108151986146007	0.17608777705491574	0.17217314578794998	0.1934780597677631	0.16208414461875215	0.20813863609160654	0.24736465200679728	0.16875453593914078	0.19794613015708484	0.18177328532151713	0.19850138119665778	0.35496319448747776	0.1883319932646289	0.28874361361651363	0.4228659597239166	0.22644127079926327	0.17180514714671336	0.2529802974438729	0.37417360224817403	0.2752211072273672	0.10981345351985616	0.2689551006823776	0.17129945480827144	0.19246908781214978	0.15401076132927743	0.23587610898114297	0.3570749839440404	0.3743872173486975	0.24406607790103088	0.3111387679395513	0.21828602993580848	0.18589119034959256	0.202977483118346	0.20620294851828974	0.22346164487642486	0.0	0.20896552450728448	0.17234550386375266	0.20811956837897957	0.16070634226878325	0.6000680166180311	0.21016006259472164	0.23429885631981032	0.22074813093129253	0.3775451257195411	0.17674448694585526	0.19619265986636447	0.24503822596487518	0.21678829591996357	0.26352202411472736	0.16253460163076672	0.35715366691870654	0.1780270845400774	0.2071953798920023	0.15629976310456592	0.222555349694503	0.3622756356670209	0.19242399770680668	0.2583781833968588	0.1923369780824364	0.22580123390244694	0.27159034700802864	0.24486473786112148	0.18691166470988435	0.24905159442785255	0.3287240264028402	0.18022288934189404	0.20537287637691362	0.21471184072726773	0.23883873327189128	0.21276648596379974	0.1806157612654969	0.26646664828611755	0.15710031214130488	0.2950635439295333	0.44454758122823373	0.2482121659922397	0.5085287298360417	0.24409512612388626	0.22646958343096077	0.24914192760231904	0.2683802979487982	0.19760414530826417	0.20280330145811112	0.1599342937157348	0.16862290022149515	0.2437829065532736	0.1776307086341276	0.2626244913813247	0.3304781910241224	0.18461975256403923	0.21607395768908408	0.5084879164819153	0.16748035873012712	0.24406613286835216	0.30703796651392	0.5159595142559377	0.2511328423499526	0.21134142481864615	0.2986532133743566	0.21391820298758352	0.360375150528688	0.46365139285567136	0.2590158291878632	0.4241722947743157	0.16131935274138695	0.20642431927261468	0.21011791578922678	0.22930751215866144	0.1775549078529489	0.2013046905412187	0.16967318932753792	0.20606177171014967	0.1973985697661324
H17.2	0.23363438159197836	0.2168793304096807	0.2195991972666311	0.20120955783910197	0.2136891383989373	0.2494052982236145	0.16506495172370822	0.23240404804738088	0.251270512434349	0.25028667761030077	0.2393258693440624	0.3819588157411669	0.1946624841967986	0.31444532961469024	0.44977362068785687	0.2550280189079827	0.19119142252497848	0.2716006160698148	0.40161867183870786	0.30607097009234235	0.2145540948090809	0.33411009746035464	0.20529704665252496	0.23790312206387199	0.19014340475788588	0.24019276352710955	0.3600801252672335	0.37538023388931147	0.1946113907039241	0.3224008721371252	0.24958640391500564	0.22687454571273555	0.22054317378382324	0.21198076676931607	0.2561284736500697	0.20896552450728448	0.0	0.22250685845720636	0.282282806360914	0.22208404137830293	0.6046631140790657	0.21060158888124494	0.2610062376256933	0.24572062974277117	0.40913070470299984	0.17263938508338791	0.21303938553908144	0.2703807015981186	0.23337562392817082	0.2988106772907706	0.22209857481244438	0.38551880828879975	0.2148882158012577	0.20585145197319368	0.19950174138627635	0.24399309313255346	0.36767971724134557	0.2446804325122493	0.2565652720305412	0.23799836823641216	0.22412414724384502	0.25368356737479686	0.2771480060313006	0.21253957328853962	0.26806112118964187	0.35848761355387654	0.2158662141928619	0.2568502719153525	0.19516099360614567	0.28452436360407096	0.25680216587035476	0.17375219280943355	0.29330421099897974	0.2090630160400254	0.33859246902030654	0.42855968850194875	0.22225533074584825	0.5271983244967853	0.27690885506938984	0.24754642682029168	0.28483208020516965	0.29055356786447006	0.20315277899890277	0.21291338950258443	0.19932327848108705	0.16472450229692354	0.2668243427129818	0.1990932804708933	0.29133739331113456	0.3366406709279481	0.2129940126196648	0.2242189560383235	0.5066856001876467	0.20176602132949148	0.26707783338945973	0.3258384407555036	0.5147114573375849	0.26981955955528814	0.22396977764915255	0.3213306940621552	0.25527069613714515	0.38878813233827375	0.46257879641420135	0.2338180148531487	0.4388821443066494	0.20711120401558147	0.22324190586949327	0.22926027780818356	0.22385930719651684	0.16908461225193366	0.23192025408501307	0.21132301448900753	0.20785687634331343	0.24681626559014974
H19.2	0.14841102777133697	0.15401391880264	0.1351561476548904	0.14013317743958692	0.13830148980639975	0.20036345709597783	0.27598908654314597	0.13863117298764732	0.20284941704080084	0.2148276001563648	0.2016021235220249	0.362810858379135	0.2120020353643419	0.2464034476977441	0.42409467267562073	0.23431959353427917	0.15808002552523923	0.313288690298574	0.3829860799455588	0.25292521211460167	0.1284101660015435	0.3287978847682098	0.09296397200763093	0.18967699761316023	0.1768320800247668	0.16467730021403232	0.3676335674446023	0.3798542695565998	0.24487620970191745	0.32690834990816336	0.18769379355111115	0.14048070062267334	0.14226089165537936	0.20788527984552724	0.17888475815217983	0.17234550386375266	0.22250685845720636	0.0	0.2635383131272519	0.17570608434898224	0.5965345520302634	0.1850779434321336	0.25323878320610255	0.24549365161958733	0.3727724262143839	0.16968331106402643	0.16520147602629887	0.28151147710624347	0.2218554696045691	0.23769094737567448	0.11022025525134485	0.3812688771878955	0.20031199025960955	0.1629047990505254	0.1420710970135747	0.1637716710619327	0.3705437782767362	0.1764621496763574	0.257842538320489	0.16032321013231904	0.18530953038352993	0.2607307370069622	0.28036525990389477	0.14103860230864962	0.18871194267641986	0.3351125892712186	0.10920635331943178	0.22471918935704144	0.22218184543568548	0.2661171896191387	0.21005396258228956	0.14580032793123004	0.20995184705234637	0.16963284306699675	0.34655220198937337	0.4520743077814354	0.23501325682882263	0.5092095067051409	0.2308313770866074	0.18294707390041157	0.2554383907267703	0.22077796990842002	0.1488016493060317	0.1776952109479658	0.17838054832545958	0.13747461841558403	0.21003930412670363	0.14850424773450874	0.22973759698747592	0.327907308585723	0.138103859051505	0.18559668618281752	0.5111606438232327	0.16302167775620846	0.2058866000328063	0.26142935283099733	0.5268672413498138	0.23075923320008226	0.15893364799615903	0.24354800929335416	0.24000238052058867	0.3757038067444554	0.4727300590882057	0.28146898752076205	0.4308371296283872	0.16725375187151198	0.15889095748246174	0.21936460765535426	0.19384762155896154	0.14927178603208094	0.23763798224121194	0.14314840278447694	0.1752981066108271	0.220493219904501
H20.2	0.2632585622777189	0.2598126352582752	0.24220237459691796	0.2727615446464575	0.20054666116475608	0.25716625052504677	0.2540194415041443	0.21357085413972798	0.15167413612648123	0.233649544156718	0.23506880109435976	0.3890197698984524	0.22609621245220507	0.296276642539494	0.4409280654664754	0.22708165953639625	0.23123619553992455	0.3417656708007982	0.38493731443935236	0.2452164456352932	0.23043220211781207	0.2770748135660939	0.2502209926229032	0.21912071429723523	0.2034415825539938	0.2967268293517882	0.40365326833085347	0.39732812893439323	0.29295852667173544	0.35673318074367427	0.258391668050574	0.28619131979971874	0.2721984742344555	0.2607271510055279	0.24771768283611578	0.20811956837897957	0.282282806360914	0.2635383131272519	0.0	0.2398040980773764	0.6021693984198819	0.2595627650509019	0.21647566067097856	0.22319719098528237	0.4047131999451531	0.23615104002902565	0.2664897929484766	0.31123123190304725	0.2541343350981855	0.26657352190121625	0.25152868294467634	0.384430393262666	0.20606510914615545	0.28863601444059195	0.24685383633053823	0.2848905624400352	0.39840804125003293	0.24814734570878472	0.283279660222473	0.2993420277935417	0.2982628883726392	0.3068967982186478	0.30088617430215236	0.283682412271222	0.28516151632912456	0.35674085756789753	0.2755077298018546	0.22585754816705186	0.27617629059607296	0.3019614933325654	0.18993354477136717	0.2528669220207619	0.2988107530442734	0.22509859048519965	0.1982092133023719	0.46229626021311926	0.28077895447420637	0.5094277883364327	0.24628865008621426	0.3101665098821402	0.19571603601046927	0.3074870982145688	0.27655633453520745	0.2536163096511435	0.1625582259352008	0.24728229105464872	0.2644789183524214	0.26242485279599	0.3062606695478083	0.35994330690510434	0.2822979011238135	0.2593125979756764	0.520372401974862	0.24448925054465803	0.2632655870999978	0.3561126873106991	0.5306068451741799	0.2527666798933265	0.26544195193993586	0.3466630367785746	0.25294440805575635	0.33002832482619376	0.4763169647954916	0.25470515751532447	0.43461815749291643	0.21221390112146016	0.2589186022802783	0.20770151735224282	0.2741310904149157	0.26467606662904924	0.18702042279087752	0.25128725210424063	0.26968492889064327	0.18012598467358157
H21.2	0.19954973951049626	0.17803408185029448	0.1785477413873517	0.17420549142776734	0.14954685517336327	0.25474766136767674	0.2888331423498312	0.18539409381619018	0.23128153345774824	0.12882068403105118	0.20402856581047435	0.3388571290287049	0.2070314620112312	0.28157914364209063	0.40087531207650645	0.2582108168320692	0.17304488298576878	0.35405628139562584	0.35236129983015674	0.2666214911063677	0.13408897803389647	0.267984138192427	0.19765263832182758	0.1805061294613738	0.1597945453853481	0.2176580757799991	0.34354625824112134	0.35583267442404254	0.2568414490407067	0.2970008844541494	0.23874486758361166	0.2071770183436792	0.20719694222902313	0.2010452787690812	0.2108286706244302	0.16070634226878325	0.22208404137830293	0.17570608434898224	0.2398040980773764	0.0	0.5896555399947483	0.17864182818909805	0.2634668199461374	0.2534703161273849	0.36348127003121117	0.2074724213756865	0.19669938800469625	0.3061554143663594	0.19794914908268682	0.2743500563134695	0.14545195469772748	0.3357995431364764	0.22560831489254926	0.18734837996495482	0.14068422544697917	0.21787796228328896	0.33930308331372205	0.18425091483625058	0.2918749449548168	0.21432720258868723	0.23004093633979866	0.3014933312461001	0.2772966469902556	0.17953310459245367	0.2462004270807586	0.3081498550399932	0.1950727416013828	0.1898700516673168	0.1754158290452889	0.24175952249400834	0.23493997434291375	0.17869723539799814	0.2657069946653858	0.1619173244014962	0.3236205003236	0.4312953178290576	0.23052248058407968	0.4929517993495216	0.26954777975361977	0.23816263208843075	0.2887440861374455	0.27103697477294564	0.18943833555551334	0.22487813341272236	0.17365101867030958	0.16359998785285584	0.23773546832930445	0.17986943199946068	0.2819044782167209	0.3599695255329725	0.2055551740449269	0.22368185175230423	0.499134228896506	0.17903386029259555	0.2303968837669338	0.3187399931041937	0.5052493915645379	0.20671779760733197	0.2002028348024062	0.3140539097813474	0.21781217851094503	0.352123627676047	0.44741940026886107	0.27536573860621744	0.4060060335545811	0.18241694343791306	0.1753605500135184	0.20914278698358074	0.21726861840987338	0.15071907186352032	0.23802108986954468	0.16933886719711802	0.21639788539607066	0.24008667519645874
H23.2	0.6034340577457612	0.5975682518464894	0.6010695601115433	0.6024463067839777	0.5964787108251904	0.6149032030382294	0.6172254387445225	0.5985344744626172	0.6099542289591812	0.5962702202586614	0.5959899243404022	0.6182266609598455	0.5994392374855778	0.6176780406802148	0.6363589344149015	0.6121699465354	0.5906610086182376	0.6201532063979609	0.6235007837255125	0.6120956360850416	0.5916066579249515	0.6056920800177379	0.6007152229013379	0.5949588070806936	0.5983076079535645	0.6064451622646526	0.6233522213586818	0.625642026069787	0.6126289400275718	0.6148130140011061	0.6125134030281447	0.6008259569329744	0.6027338202800749	0.6036447938534752	0.6057042624253884	0.6000680166180311	0.6046631140790657	0.5965345520302634	0.6021693984198819	0.5896555399947483	0.0	0.5930453609989738	0.6088313247670505	0.6138596011363933	0.6277324821162954	0.5984792504553089	0.5997044931129928	0.6078304077530111	0.5940561273896694	0.614975069344632	0.5921908823669544	0.6220477716881251	0.6025556785469539	0.5800174369314399	0.5939171433451698	0.6072036849382104	0.597128878964115	0.5941168583682352	0.6204546124165169	0.6054780001381074	0.6125684804634638	0.623473751467811	0.6139491578493065	0.6001877657209088	0.6131465506948287	0.29243697164552107	0.6003310208701133	0.5992410484092167	0.6012912204315208	0.6043670832740187	0.6044602058893321	0.600738029114654	0.6132664773899694	0.5975664320311832	0.6184756750362969	0.6477137445982554	0.608868505123041	0.6621975911860364	0.6181961611380113	0.6049546342640864	0.6162685305248937	0.6172012450433014	0.6003750910377426	0.6085073073324755	0.5962058557859922	0.5994915731158288	0.6105394669048938	0.600430267744011	0.6188530506191	0.6374237275737756	0.6018128320751487	0.6082843279505262	0.6682636702265707	0.5995902680396332	0.6083072869681427	0.3334686396523597	0.6624565781236322	0.5676874636207407	0.5997941416753151	0.6271090897922803	0.6041322168152538	0.6275142285994981	0.6441523941487314	0.6150085246865288	0.6366487174854645	0.59999697859783	0.5979064757104274	0.6058815681051657	0.6085459482641109	0.5975473348184492	0.6076671397587103	0.5997810683693917	0.6101060501253599	0.6094150547327267
H25.2	0.20028787431678202	0.19117840654717957	0.16573084910801908	0.1871316171943944	0.1847179637894376	0.22629901063240696	0.2493546956154516	0.20530421139690838	0.22659990428608154	0.21636525463810938	0.18952493707818355	0.2898393169616713	0.20448094089022303	0.25977122594740687	0.3588760528886052	0.2617027004725355	0.19894440754205808	0.3295780976033861	0.312705990824261	0.25007004760014434	0.19768432486912357	0.2623298919230596	0.2002961303214877	0.19880529427351237	0.1864197692015106	0.19324359736635416	0.3124937962866559	0.3088080179423501	0.2151563647771459	0.2479116363570254	0.2351778193903338	0.2045805842679432	0.18086660285179476	0.18262226701850184	0.21085050406742514	0.21016006259472164	0.21060158888124494	0.1850779434321336	0.2595627650509019	0.17864182818909805	0.5930453609989738	0.0	0.2671723350169089	0.2366002591606369	0.3180750099230869	0.20655279112696576	0.19061135392997153	0.2834897361161513	0.1871756312919834	0.2528275120778711	0.194113898773424	0.30252091132412956	0.2169906596558998	0.182108898810383	0.18027847472761244	0.18423296691086136	0.309245081549925	0.20909672378928923	0.25115942571216454	0.19727538463784228	0.22211286554640472	0.2653203152489164	0.302775026559895	0.19467305069512242	0.22342411650966248	0.2669321958326212	0.20362932894493996	0.21253727261789204	0.19577801570963493	0.22227897264876872	0.2416486689294208	0.19843832610945739	0.24533233501906956	0.19909808494744308	0.3310715128748765	0.36642811885744603	0.2356184047205448	0.44397743728399947	0.24389656158277612	0.2118782206892995	0.264594976169113	0.25783592262646604	0.18082347817699607	0.20444487473585207	0.16765951231601384	0.17751447146007412	0.21630777959692588	0.19210974341247536	0.25534514643334666	0.36565147918905466	0.19477807740910766	0.19955158402971743	0.43765707259372433	0.2137899014929879	0.21419790066898492	0.2959617375258109	0.448251748537258	0.22875725711831943	0.18060511525666817	0.2826571272724549	0.2581199621367166	0.3631525190675783	0.3876885581696358	0.26878875705351835	0.3546064018720556	0.19365578278161802	0.17141208747093287	0.20016113893772722	0.19352774479235355	0.15993013972791847	0.24252912087995454	0.1686238698496286	0.21036336512999576	0.24349583372087844
H26.2	0.2990190367722356	0.23866824738437692	0.27729853178631025	0.26157979728877	0.24714526137401607	0.26138130050666075	0.24214154058314868	0.24821845393620956	0.19751002825847694	0.282158093737117	0.25610149950731564	0.40175747518709143	0.1269269503582398	0.3483404398002559	0.46152929048152036	0.1364165187160382	0.22333874321060482	0.3827373117268569	0.4213429125168487	0.294692611344664	0.23859807805318117	0.3581609116938524	0.237851925529048	0.2947911580169038	0.1910472247167408	0.2637501586749697	0.4145059848092702	0.43498464726785285	0.287134391161064	0.35225694538053687	0.2627537110638492	0.26589431973278815	0.2883201159932036	0.29820973031936354	0.28616137447077655	0.23429885631981032	0.2610062376256933	0.25323878320610255	0.21647566067097856	0.2634668199461374	0.6088313247670505	0.2671723350169089	0.0	0.2552200736559821	0.43705675334221483	0.1809735180808982	0.23869099309255795	0.35140890975313205	0.2646796103006817	0.31122811550784635	0.2496126058451813	0.40920794893363927	0.2071356921594981	0.2555756256476917	0.2735772822394122	0.30670334838396446	0.4188595334453513	0.26632639158780236	0.3298937025485577	0.2966189497089355	0.2503507290807552	0.33346262123308273	0.3052074986271061	0.2663082658031657	0.3221811426991806	0.40184918265740455	0.2748548015263189	0.31342012296870664	0.29060397101198815	0.33507954176836585	0.21124688217684479	0.2809111872583439	0.33057959962635663	0.20231587471159745	0.2431483850814193	0.4774910215296653	0.2935312682168825	0.5349921337361068	0.2837141816313262	0.29062267169087735	0.2447459665580072	0.3632549291991502	0.2731412673073307	0.24086644827264356	0.19544482915351147	0.21688986582250017	0.29831507918431316	0.23993973175258582	0.35536649353737204	0.3897878001589477	0.25872526728037853	0.2940532950790443	0.5491404358978037	0.2510566652754535	0.315412970983904	0.38243784079368043	0.5360710361485581	0.29117995433335464	0.2931216216316068	0.36565934511194953	0.22736758699086493	0.3516988874585923	0.493108797172821	0.2105722470239982	0.454891158584468	0.19885375456095725	0.26723704225979494	0.21864856307279737	0.3080872578406073	0.25211345166310356	0.18641281698804513	0.23823050269568186	0.24424779003373495	0.1839119830703713
H30.2	0.2128590626722033	0.24961875631423894	0.20183459767169332	0.2620216893836496	0.20903902279778178	0.2180354845283197	0.20587661621717554	0.22382657782425458	0.19211883128490398	0.22462220692338125	0.2614881798757035	0.4103986568519858	0.23042108941743833	0.2351022179822777	0.4601949191356436	0.2595758425007596	0.2422814452483255	0.22096964070545996	0.4177969413395971	0.25233094211247903	0.24781537459893183	0.33567101878171457	0.22268616430921626	0.21176068821533428	0.2107049585023421	0.25379753328430843	0.42201811959509844	0.42209574854008725	0.22508309393699494	0.37090719219064927	0.21312012958556215	0.2509665792562966	0.22669739978144926	0.27197300795272294	0.23289704720253765	0.22074813093129253	0.24572062974277117	0.24549365161958733	0.22319719098528237	0.2534703161273849	0.6138596011363933	0.2366002591606369	0.2552200736559821	0.0	0.4196391408487024	0.22761826439712549	0.24357771538346937	0.2162450527209659	0.29167645753171384	0.23876648259535532	0.25388457271927295	0.41709539421850444	0.22363495797527494	0.261860696280744	0.22434673211859787	0.22368131556391924	0.4283546126122334	0.26404239760300413	0.21241515691870355	0.2835792506031783	0.2537970386593388	0.25476987927819145	0.30466726702956576	0.2547327441126489	0.22434791063373144	0.3571530937948013	0.24296469167520424	0.23653403350941868	0.27622749536796354	0.29216405831820447	0.2218517131901868	0.22664310876558055	0.2497474704686655	0.2396727622484336	0.28502118199620335	0.4749991195811025	0.2601616238115071	0.5272675590036079	0.21142925282364422	0.24951732912286506	0.2008246380307278	0.2584654233141548	0.24721511979282898	0.20549616171425117	0.2133715435665727	0.22782400310373854	0.22030889445712265	0.261147041164235	0.24902051698593214	0.3308093636887579	0.24930318162599185	0.21650129713728566	0.5243291662822166	0.2235580491287821	0.2318924519590922	0.2968760091796578	0.5447304235756367	0.31063887427149045	0.22638472344161917	0.28476835460538624	0.2706266908089551	0.3683811009271831	0.4976891798270958	0.22848553013937026	0.44362732850279696	0.23701095915916182	0.23443005900120475	0.20800388264448785	0.22603514663965837	0.2534818780969885	0.20933661345784302	0.23078766929885347	0.2511773287093103	0.21628657796072484
H31.2	0.364147482370638	0.38704674021769847	0.3494555692882443	0.38305207583843204	0.37709255847762196	0.3945782826263126	0.4413531118351792	0.3875083488626332	0.40261577142644905	0.38894307070961714	0.275106684253308	0.1349940106293135	0.3997221091900338	0.42136294631972093	0.11252511494040612	0.42553670630164414	0.3968449511473667	0.44882745237537514	0.12444924859054539	0.41517497416727356	0.36759184703187464	0.26534995009807727	0.3889291799581951	0.3945568468404459	0.3901415395339473	0.4125154510831118	0.16417696284638816	0.19668900766413064	0.4179354301404408	0.18067464959107027	0.39387390233621744	0.386012784214656	0.3764750246153869	0.3277952652979095	0.38424904602158316	0.3775451257195411	0.40913070470299984	0.3727724262143839	0.4047131999451531	0.36348127003121117	0.6277324821162954	0.3180750099230869	0.43705675334221483	0.4196391408487024	0.0	0.39826024199574717	0.3965421572782579	0.4138092225822933	0.2604426212111465	0.40775648623023575	0.38527182984537206	0.1495603799203967	0.35971482470982735	0.3901929156868707	0.36989091464209456	0.38177259696285026	0.17564804454083077	0.38913159741629355	0.4196747667449187	0.3073058266772841	0.4122184434170053	0.4294450076766077	0.4289109142872337	0.400013113452406	0.40994117597861657	0.12740905126070642	0.37098087374993954	0.37930758878235393	0.38328209885010117	0.21285982713847076	0.4209631008155912	0.38582540400573223	0.3988892318823678	0.38778639697394174	0.4609846705333068	0.20788663124952278	0.41632027451855286	0.22602037086073462	0.4217311088911241	0.3857536177548486	0.4138498176723069	0.3877308936134934	0.3909779589222662	0.40688434290463293	0.3544112947043308	0.39529561826498155	0.404737280902827	0.35089886899969125	0.40241226177332423	0.44517082308710604	0.38495423796759715	0.3881521544598773	0.19792697726738773	0.3816176749575755	0.3931493085411455	0.4266058063400986	0.21270544532058383	0.38897812856357555	0.3754173211623749	0.40766779521993646	0.42773257564804795	0.4856630399284723	0.18863740102259496	0.43252473400203595	0.16217973065604743	0.36071830922700887	0.37649105357114404	0.4005658673485521	0.3878816799972239	0.36727852545157824	0.4190871602482029	0.3549046742743311	0.39730624154720645	0.41328058220951114
